title,summary,url,source,publication_date
Scientists discover hidden ancient forest on treeless island,"Sign up for CNN’s Wonder Theory science newsletter. Explore the universe with news on fascinating discoveries, scientific advancements and more. No trees have grown on the windswept Falkland Islands in the South Atlantic Ocean for tens of thousands of years — just shrubs and other low-lying vegetation. That’s why a recent arboreal discovery nearly 20 feet (6 meters) beneath the ground caught researchers’ attention. Dr. Zoë Thomas, a lecturer in physical geography at the UK’s University of Southampton, was doing fieldwork on the island in 2020 when she got word from a friend that tree trunks had been unearthed from a layer of peat at a building site near the capital of Stanley.",https://edition.cnn.com/2024/09/27/science/ancient-forest-falkland-islands/index.html,CNN,2024-09-30
AI helps uncover hundreds of unknown ancient symbols hidden in Peru’s Nazca Desert,"Sign up for CNN’s Wonder Theory science newsletter. Explore the universe with news on fascinating discoveries, scientific advancements and more. Archaeologists working in Peru, assisted by artificial intelligence, have discovered 303 previously unknown giant symbols carved in the Nazca Desert. The carvings include birds, plants, spiders, humanlike figures with headdresses, decapitated heads and an orca wielding a knife.",https://edition.cnn.com/2024/09/27/science/ai-nazca-geoglyphs-peru/index.html,CNN,2024-09-30
Sea robins are fish with ‘the wings of a bird and multiple legs like a crab’,"Sign up for CNN’s Wonder Theory science newsletter. Explore the universe with news on fascinating discoveries, scientific advancements and more. Some types of sea robins, a peculiar bottom-dwelling ocean fish, use taste bud-covered legs to sense and dig up prey along the seafloor, according to new research. Sea robins are so adept at rooting out prey as they walk along the ocean floor on their six leglike appendages that other fish follow them around in the hope of snagging some freshly uncovered prey themselves, said the authors of two new studies published Thursday in the journal Current Biology.",https://edition.cnn.com/2024/09/26/science/sea-robins-walk-taste-seafloor/index.html,CNN,2024-09-30
New footage reveals key clues to understanding mysterious orca group,"Sign up for CNN’s Wonder Theory science newsletter. Explore the universe with news on fascinating discoveries, scientific advancements and more. It was an orca-versus-dolphin matchup, and the dolphin didn’t stand a chance. In coastal waters near Chile in 2023, a massive female killer whale walloped the much smaller dolphin, sending it flying out of the water. Within minutes, the unequal battle was over and the orca began to feed. But she didn’t dine alone. As she gripped the dolphin’s body, other orcas swam up to share bites of the meal.",https://edition.cnn.com/2024/09/26/science/orcas-new-images-hunting-dolphins/index.html,CNN,2024-09-30
Space rock to become Earth’s new ‘mini-moon’,"Sign up for CNN’s Wonder Theory science newsletter. Explore the universe with news on fascinating discoveries, scientific advancements and more. Earth is about to gain a new “mini-moon,” but it won’t stay around for long. The newly discovered asteroid, named 2024 PT5, will temporarily be captured by Earth’s gravity and orbit our world from September 29 to November 25, according to astronomers. Then, the space rock will return to a heliocentric orbit, which is an orbit around the sun.",https://edition.cnn.com/2024/09/20/science/earth-asteroid-mini-moon/index.html,CNN,2024-09-30
Automatic takeoffs are coming for passenger jets and they’re going to redraw the map of the sky,"In late 1965, at what’s now London Heathrow airport, a commercial flight coming from Paris made history by being the first to land automatically. The plane – A Trident 1C operated by BEA, which would later become British Airways – was equipped with a newly developed extension of the autopilot (a system to help guide the plane’s path without manual control) known as “autoland.” Today, automatic landing systems are installed on most commercial aircraft and improve the safety of landings in difficult weather or poor visibility.",https://edition.cnn.com/travel/embraer-e2-enhanced-takeoff-system/index.html,CNN,2024-09-30
He failed Spanish in school. Now he’s running a language school in Spain,"Relocating to another country is a dream come true for many people, yet when the language is a nightmare it can be a major deterrent. But a 36-year-old former gardener from California who flunked Spanish language at high school embraced his fate when a short-term stay on the island of Mallorca led to him finding the love of his life and starting a flourishing business – one that he’d never have dreamed of starting. Ted Purdom, from San Anselmo, California, graduated in 2011 with a bachelor’s degree in English and enrolled in an overseas language program, aiming to learn Spanish.",https://edition.cnn.com/travel/mallorca-language-school-ted-purdom-american/index.html,CNN,2024-09-30
He bought a cruise ship on Craigslist and spent over $1 million restoring it. Then his dream sank,"Buying a historic cruise ship he found on Craigslist back in 2008 was undoubtedly a life-altering decision for Chris Willson. The technology entrepreneur from Utah spent around 15 years painstakingly restoring the 293-foot vessel, which contains 85 cabins, a swimming pool and a theater, and even moved on board with his long-term partner Jin Li. Willson says he poured his life savings into the passion project, and his extraordinary story was picked up by CNN and subsequently many other international publications.",https://edition.cnn.com/travel/bought-a-cruise-ship-on-craigslist-dream-sank-aurora/index.html,CNN,2024-09-30
This airport landing is so challenging only 50 pilots are qualified to do it,"There’s a Buddha in the cockpit. The orange-robed icon looks on as the pilot speedily executes a dramatic last-minute turn to land the A319 on the slender runway. A dozen passengers, some of whom have spent the last few minutes white-knuckling the seat armrests, break out into applause. That’s just another normal working day at Bhutan’s Paro International Airport (PBH), widely considered one of the most technically difficult plane landings in the world. Maneuvering onto a short runway between two 18,000-foot peaks requires both technical knowledge and nerves of steel. The airport and its challenging conditions have only added to the mystique surrounding travel to Bhutan, a Himalayan kingdom of about 800,000 people.",https://edition.cnn.com/travel/paro-bhutan-airport-landing-intl-hnk/index.html,CNN,2024-09-30
Hotel in Bangkok named as the world’s best,"The Capella Bangkok didn’t have the easiest of beginnings. It opened in 2020, in the first year of a global pandemic that had the hospitality industry on its knees. However, just four years later, this sanctuary overlooking the Chao Phraya River has taken the top spot in the second edition of the World’s 50 Best Hotels list, which was announced at an awards ceremony in London on Tuesday night. All of the hotel’s 101 rooms are spacious and light-filled, but the riverside villas, all with private gardens and plunge pools, are a unique highlight of this five-star offering in Charoenkrung, Thailand’s oldest neighborhood.",https://edition.cnn.com/travel/world-50-best-hotels-2024-revealed/index.html,CNN,2024-09-30
"Expect shortages of bananas, booze, chocolate and cherries if there’s a long port strike",Markets Hot Stocks Fear & Greed Index,https://edition.cnn.com/2024/09/29/business/goods-port-strike-east-gulf-coasts/index.html,CNN,2024-09-30
Trump threatened John Deere. It’s just his latest attempt to bully a legendary American company,Markets Hot Stocks Fear & Greed Index,https://edition.cnn.com/2024/09/29/business/trump-tariffs-deere-attack-companies/index.html,CNN,2024-09-30
"Mark Zuckerberg joins exclusive $200 billion club, closes in on third-richest person in world",Markets Hot Stocks Fear & Greed Index,https://edition.cnn.com/2024/09/28/business/zuckerberg-200-billion-richest-meta/index.html,CNN,2024-09-30
"Sima Sistani, who embraced Ozempic, is out as CEO of WeightWatchers",Markets Hot Stocks Fear & Greed Index,https://edition.cnn.com/2024/09/27/business/weightwatchers-ceo-sima-sistani/index.html,CNN,2024-09-30
"Moo Deng now has her own crypto, because of course she does",Markets Hot Stocks Fear & Greed Index,https://edition.cnn.com/2024/09/27/business/moo-deng-crypto/index.html,CNN,2024-09-30
Meet the 80-year-old Miss Universe Korea contestant proving age is just a number,"Born almost a decade before the first Miss Universe contest was held in 1952, 80-year-old Choi Soon-hwa could now make history as the pageant’s oldest ever participant. Earlier this month, she was unveiled as a finalist in the annual Miss Universe Korea competition. On Monday, Choi will go head-to-head with 31 other contestants for the tiara — and a chance to represent South Korea at the Miss Universe final in Mexico this November. “I want to stun the world, like, ‘How is an 80-year-old lady so healthy? How did she maintain that body? What’s your diet?’” she told CNN on the phone ahead of the pageant. “When you get old, you gain weight… So, I want to show that we can live healthily even when we get old.”",https://edition.cnn.com/2024/09/28/style/miss-universe-korea-choi-soon-hwa-hnk-intl/index.html,CNN,2024-09-30
"Forget naked dresses, Kendall Jenner makes the case for underwear as outerwear","Editor’s Note: Featuring the good, the bad and the ugly, ‘Look of the Week’ is a regular series dedicated to unpacking the most talked about outfit of the last seven days. On Monday, Kendall Jenner stepped out onto the L’Oréal Paris womenswear runway in a scarlet red Mugler gown that might have looked familiar to anyone with a sharp memory of 1999. The front of the dress was slashed open across Jenner’s right shoulder, exposing a matching denier bra. The peekaboo moment conjured up memories of another example of fashionable flashing: Lil’ Kim’s purple embellished jumpsuit at the VMAs 26 years earlier. On the red carpet, Kim’s left breast was almost entirely revealed by an asymmetrical cut — a mirror image of Jenner’s neckline — save for a matching purple nipple pasty.",https://edition.cnn.com/2024/09/25/style/kendall-jenner-paris-fashion-week/index.html,CNN,2024-09-30
"Daniel Craig, Jennifer Garner and Cardi B: See what the stars are wearing in Paris","Editor’s Note: CNN Style is one of the official media partners of Paris Fashion Week. See all coverage here Paris Fashion Week is underway, and celebrities are out in full force as some of the biggest brands of the fashion world put not only their collections, but their VIP pulling power on display. Whether it’s running between shows or being spotted in the front row, A-listers are taking every opportunity to turn a look. So far we’ve seen Kendall Jenner debut a peroxide blonde long bob, Cardi B rock a set of razor-sharp alien bangs at Mugler and the hotly anticipated return of Bella Hadid from her two-year modeling hiatus.",https://edition.cnn.com/2024/09/27/style/paris-fashion-week-outfits-2024/index.html,CNN,2024-09-30
Why this mischievous 95-year-old is messing with Mickey Mouse,"In a new show at the Los Angeles County Museum of Art (LACMA), the zany work of a nonagenarian ceramicist with a mischievous eye delivers a refreshing twist on traditions in pottery. Magdalena Suarez Frimkess is an anarchic cartoonist in clay: in a career spanning more than half a century, the Venezuelan-born artist has created everyday objects decorated with irreverent images of Mickey Mouse (running around the rim of a soup bowl), Donald Duck (looking guilty), and Olive Oyl (being thrown to the sharks). In 2015, she made a full tea set featuring Looney Tunes’ demented Tasmanian Devil. “Magdalena Suarez Frimkess: The Finest Disregard” finds the artist enjoying her first major solo show at the tender age of 95. Suarez Frimkess — who lives near Venice Beach in Los Angeles with her husband, the celebrated American potter Michael Frimkess — has riffed on popular American iconography, from Betty Boop and Bugs Bunny to Wonder Woman and Felix the Cat, as well as Chilean comic characters, such as Condorito the anthropomorphic condor. She has decorated vases with likenesses of Miles Davis, Fidel Castro and Martin Luther King.",https://edition.cnn.com/2024/09/26/style/magdalena-suarez-frimkess-lacma/index.html,CNN,2024-09-30
These hyperreal drawings of trucks look just like photographs – and take up to 500 hours to make,"Andrew Holmes’ images of trucks on Californian highways are sun-drenched, saturated and sharp. Looking at the crystal clear snapshots, you can almost hear the roar of the engines, feel the heat reflected off shiny aluminum gas tanks, and smell the diesel pumped out of the exhausts. But these are not photographs: each hyperreal image is in fact a color pencil drawing, resulting from between 300 and 500 hours of careful construction. Now, Holmes’ works have been brought together in a book — “Gas Tank City” (Circa Press) — alongside a show of the same name at London’s Architectural Association (AA). Holmes trained as an architect: he attended the AA, and even worked with the late Richard Rogers in 1969, on designs for the Centre Pompidou in Paris. But Holmes has since made his name as a multimedia artist, who by his own admission has been dedicated to drawing since he was four years old. Having grown up in the English town of Bromsgrove, Holmes traveled to the US as a student, at first snapping photographs and drawing what he saw in New York City, before heading out to Los Angeles and southern California. He became entranced by the Interstate Highway System: “I discovered (it) was designed as a single object,” he explained over coffee in London. “It (was) 43,000 miles long (at the time of its original design in 1956) — the biggest object that’s ever been designed in the world.” In California, Holmes regularly got in his car and drove along the highways. This was the early 1970s. “In those days, driving was actually a pleasure,” he said, contrasting it to the increased traffic of more recent years. He would visit truck stops and simply observe: the gas stations, the vehicles, the roadside diners and their signs. Something about them reminded him of visiting the local train station as a child in England, and watching “these huge things belching steam” pull into the station. What he loves about trucks is a similar sensory overload: “The sound, the smell, the shiny aluminum, the size of the things.”",https://edition.cnn.com/2024/09/25/style/andrew-holmes-truck-drawings-gas-tank/index.html,CNN,2024-09-30
WADA appeals decision that cleared world No. 1 tennis player Jannik Sinner after he tested positive for a banned substance,"The World Anti-Doping Agency (WADA) says it’s lodging an appeal with the Court of Arbitration for Sport (CAS) after an independent tribunal found world No. 1 tennis player Jannik Sinner wasn’t at fault for twice testing positive for a banned substance in March 2024. Sinner, 23, has so far avoided suspension from competition since the International Tennis Integrity Agency (ITIA) announced in August that he wasn’t at fault despite testing positive for Clostebol, an anabolic steroid. Two samples collected eight days apart at Indian Wells in March showed low levels of the drug. In a statement posted on social media in August, Sinner said the positive tests stemmed from “inadvertent contamination of Clostebol” through treatment from his physiotherapist. The two-time grand slam winner also said that his physio had been applying an over-the-counter spray to their own skin – not on Sinner – to treat a small wound.",https://edition.cnn.com/2024/09/28/sport/wada-appeals-decision-jannik-sinner-positive-tests-spt-intl/index.html,CNN,2024-09-30
Billie Jean King becomes first individual female athlete to receive Congressional Gold Medal,"Legendary tennis player and women’s rights advocate Billie Jean King became the first individual female athlete to be awarded the Congressional Gold Medal, she announced in an Instagram post on Friday. The award honored the 80-year-old’s trailblazing achievements both on and off the court and recognized a “remarkable life devoted to championing equal rights for all, in sports and in society.” The bipartisan legislation passed through the US Senate and House of Representatives before President Joe Biden signed it into law on Thursday.",https://edition.cnn.com/2024/09/28/sport/billie-jean-king-congressional-gold-medal-spt-intl/index.html,CNN,2024-09-30
Chicago White Sox make unwanted history by recording the most losses in a single modern MLB season,"By losing to the Detroit Tigers 4-1, the 2024 White Sox entered the record books as one of the most inept teams in sports history. Friday’s defeat was Chicago’s 121st of the season, setting the Major League Baseball record for most losses in a single season in baseball’s modern era (since 1901). The Tigers scored the first two runs of the game in the fifth inning. Chicago outfielder Zach DeLoach then hit his first career major league home run in the next half inning to cut the lead to one.",https://edition.cnn.com/2024/09/27/sport/white-sox-most-losses-modern-mlb-spt-intl/index.html,CNN,2024-09-30
Presidents Cup: USA gets swept 5-0 as International Team fights back on Day 2,"The International Team stormed back into contention on Day 2 of the Presidents Cup in some style, sweeping the USA 5-0 during Friday’s foursomes. The score is now tied at 5-5 with two days of golf left to play. Heading into the second day of competition, Team USA was in complete control of the matchup against the Internationals.",https://edition.cnn.com/2024/09/28/sport/presidents-cup-usa-swept-by-internationals-spt-intl/index.html,CNN,2024-09-30
"Less than six weeks out from Election Day, 2024 map is still jumbled. 7 key states are coming into focus","Vice President Kamala Harris made an aggressive move to cut into Donald Trump’s polling lead on immigration, traveling to the southern border for the first time as the Democratic nominee on Friday to lay out her plans to tackle what she described as a problem that has languished for decades. Harris, during her trip to the key swing state of Arizona, lambasted Trump for his role earlier this year in tanking a border security bill that was the product of months of bipartisan negotiations. It was one of Harris’ more specific policy speeches since becoming the Democratic nominee, attempting to use her past as California’s attorney general to prove that she has what it takes to attack Trump on his signature issue.",https://edition.cnn.com/2024/09/28/politics/harris-trump-border/index.html,CNN,2024-09-30
Potential President Harris could face Senate GOP roadblock for any Supreme Court pick,"For more on the Senate Republican leadership race, watch “Inside Politics with Manu Raju,” this Sunday at 8 a.m. EDT. ﻿ The next president could have the power to dramatically reshape the Supreme Court with one or more appointments. But for Kamala Harris, that might not be possible. If Republicans regain control of the Senate, a President Harris would have to rely on the next GOP leader to schedule a vote on a Supreme Court nominee.",https://edition.cnn.com/2024/09/29/politics/cornyn-thune-supreme-court-plans/index.html,CNN,2024-09-30
"Harris and Trump are tied in North Carolina, while vice president leads in Nebraska’s 2nd District","Vice President Kamala Harris and former President Donald Trump are tied among likely voters in North Carolina, while Harris holds a comfortable lead in Nebraska’s 2nd Congressional District, according to two new CNN polls conducted by SSRS. The North Carolina survey also shows scandal-plagued Lt. Gov. Mark Robinson trailing his Democratic opponent by a wide margin in the state’s gubernatorial race. Both places could be key to either Harris or Trump winning the 270 electoral votes needed to win the presidency. Trump faces limited paths to victory should he fail to hold North Carolina – the state where he earned his slimmest margin of victory in 2020 – and a win in Nebraska’s 2nd District would open up a path for Harris through the northern “blue wall” states even if she fails to carry any of the Sun Belt battlegrounds.",https://edition.cnn.com/2024/09/27/politics/cnn-poll-harris-trump-north-carolina-nebraska/index.html,CNN,2024-09-30
Vance steps into debate spotlight unpopular and unproven but with a knack for seizing the moment,"In the closing months of a crowded Republican primary for a US Senate seat in Ohio, JD Vance found himself stuck in the middle of the pack. He appeared badly damaged by a barrage of ads painting the venture capitalist and former Donald Trump critic as an anti-MAGA San Francisco liberal. The pollster for a supportive super PAC warned that Vance’s campaign was in “precipitous decline,” arguing that he had failed to convince Republican voters of his conservative bona fides and loyalty to the former president. “Vance needs a course correction ASAP,” the pollster wrote in a February 2022 memo.",https://edition.cnn.com/2024/09/28/politics/vance-vice-presidential-debate-preparation/index.html,CNN,2024-09-30
‘Chroming’ is killing some kids. Experts explain this trend,"For the younger generation, “chroming” is the new huffing. The dangerous practice is a means of getting high via inhaling hydrocarbons by misusing a variety of legal products, including permanent markers, aerosol deodorant, nail polish, metallic paint, computer duster, carburetor cleaner, paint thinners, gasoline and hair spray, said Dr. Anthony Pizon, professor of emergency medicine and chief of the division of medical toxicology at the University of Pittsburgh School of Medicine. Related article
No longer babies, some teens take to ‘soiling the nest’",https://edition.cnn.com/2024/09/27/health/what-is-chroming-risks-parenting-tips-wellness/index.html,CNN,2024-09-30
A new cookbook makes this award-winning diet easier to follow,"What if “diet” wasn’t a dirty word? During Suzy Karadsheh’s childhood in Port Said, Egypt, diet culture was nonexistent. “My parents emphasized joy at the table, rather than anything else,” Karadsheh said. “I grew up with Mediterranean lifestyle principles that celebrate eating with the seasons, eating mostly whole foods and above all else, sharing.”",https://edition.cnn.com/2024/09/26/health/mediterranean-dish-cookbook-wellness/index.html,CNN,2024-09-30
Doing this for 20 seconds a day can relieve stress and anxiety,"Get inspired by a weekly roundup on living well, made simple. Sign up for CNN’s Life, But Better newsletter for information and tools designed to improve your well-being. A devoted meditator, Eli Susman wanted to deepen his practice, and his meditation journey took him across the world. He spent a month at Plum Village, a mindfulness practice center in southern France run by Buddhist monks focused on honing the art of mindful living. Susman expected to spend most of the retreat in hours-long meditation sessions, but to his surprise, he found the schedule only allotted 30 minutes of formal meditation practice.",https://edition.cnn.com/2024/09/24/health/self-compassion-touch-meditation-wellness/index.html,CNN,2024-09-30
"1 in 3 children worldwide is now nearsighted, study shows","Get inspired by a weekly roundup on living well, made simple. Sign up for CNN’s Life, But Better newsletter for information and tools designed to improve your well-being. More than a third of children around the world were nearsighted in 2023, and this proportion will rise to almost 40% in 2050, according to new research. Nearsightedness, or myopia, refers to when closer objects are clear, but distant objects are blurry. There has been a significant rise in the prevalence of myopia among children and adolescents in the past 30 years – from 24% in 1990 to almost 36% in 2023 – according to the paper, published in the British Journal of Ophthalmology on Tuesday.",https://edition.cnn.com/2024/09/25/health/global-myopia-research-scli-intl-wellness/index.html,CNN,2024-09-30
A virus that could lead to paralysis in kids is on the rise. How worried should parents be?,"Rates of enterovirus D68 infections are on the rise across the United States, according to the nonprofit WastewaterSCAN network. This common virus can lead to a rare but serious polio-like complication known as acute flaccid myelitis. Symptoms of acute flaccid myelitis include limb weakness and paralysis. Children are among those most affected by this condition. What is enterovirus D68, and how is it spread? What are its symptoms? How likely is it that this infection will result in acute flaccid myelitis? How worried should parents be? And what steps can families take to reduce their chance of contracting this virus?",https://edition.cnn.com/2024/09/23/health/enterovirus-d68-paralysis-children-virus-wellness/index.html,CNN,2024-09-30
California governor vetoes contentious AI safety bill,Markets Hot Stocks Fear & Greed Index,https://edition.cnn.com/2024/09/29/tech/newsom-california-ai-safety-bill/index.html,CNN,2024-09-30
Remote working for all? How a startup is democratising WFH,Markets Hot Stocks Fear & Greed Index,https://edition.cnn.com/2024/09/23/tech/voiceitt-voice-recognition-speech-impairments-spc/index.html,CNN,2024-09-30
From innovation to regulation: Inside the summit pushing for global AI standards,"Content by As artificial intelligence transforms industries, global leaders gathered in Riyadh to address the challenges of regulation, ethics, and governance at the Global AI Summit (GAIN), themed under “AI for the Good of Humanity.” Artificial Intelligence (AI) is rapidly evolving how we do business. From machine learning breakthroughs to the rise of generative AI, it affects everything from healthcare to finance, logistics to energy.",https://edition.cnn.com/sponsor/edition/gain-summit/pushing-for-global-ai-standards/index.html,CNN,2024-09-30
"Mira Murati, OpenAI’s technology chief, becomes the latest exec to leave the company",Markets Hot Stocks Fear & Greed Index,https://edition.cnn.com/2024/09/25/tech/openai-technology-chief-mira-murati-leaving/index.html,CNN,2024-09-30
Elon Musk bows to pressure from Brazil’s top court in a bid to reinstate X,Markets Hot Stocks Fear & Greed Index,https://edition.cnn.com/2024/09/23/tech/elon-musk-brazil-court-compliance/index.html,CNN,2024-09-30
"Beyoncé stayed in $100,000 per night suite in the Middle East’s ‘best hotel’",© 2024 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network.,https://edition.cnn.com/travel/gallery/atlantis-the-royal-dubai-best-hotel-hnk-spc-intl/index.html,CNN,2024-09-30
Inside Michael Jordan’s slice of paradise,© 2024 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network.,https://edition.cnn.com/2023/09/22/golf/gallery/michael-jordan-grove-xxiii-golf-course-spt-intl/index.html,CNN,2024-09-30
World’s biggest twin-engine private jet gets a luxury cabin concept,© 2024 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network.,https://edition.cnn.com/travel/gallery/lufthansa-celestialstar-cabin-spc-intl/index.html,CNN,2024-09-30
This house is built on some of the most expensive property in Africa. Take a look inside,© 2024 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network.,https://edition.cnn.com/style/gallery/lantern-house-banana-island-tosin-oshinowo-spc/index.html,CNN,2024-09-30
Why modern ships are looking to wind power,© 2024 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network.,https://edition.cnn.com/travel/gallery/modern-ships-sails-spc-intl/index.html,CNN,2024-09-30
How the ‘Arabian unicorn’ came back from the brink,"Editor’s Note: Call to Earth is a CNN editorial series committed to reporting on the environmental challenges facing our planet, together with the solutions. Rolex’s Perpetual Planet Initiative has partnered with CNN to drive awareness and education around key sustainability issues and to inspire positive action.  The slender horns of the Arabian oryx, also known as the “white oryx” because of its luminous white coat, are said to be an inspiration for tales of the mythical unicorn. Extremely adaptive to their environment, the oryxes’ white fur reflects the sunlight to cool themselves in the desert heat, which can reach as high as 130 degrees Fahrenheit (55 degrees Celsius) in the summer.",https://edition.cnn.com/world/gallery/arabian-oryx-photos-c2e/index.html,CNN,2024-09-30
Hologram boxes are beaming into airports and hotels,Markets Hot Stocks Fear & Greed Index,https://edition.cnn.com/2024/09/27/tech/proto-hologram-boxes-3d-video-spc/index.html,CNN,2024-09-30
Takeaways from hearing into OceanGate’s doomed Titan expedition reveal ‘global issues at stake’,"The findings of a two-week US Coast Guard hearing into last year’s implosion that killed five people in the Titan submersible on a North Atlantic dive to the wreckage of Titanic will be analyzed with an eye toward understanding what contributed to the tragedy and, in the words of one investigator, ensuring “that nobody has to endure a future similar occurrence.” The Marine Board of Investigation hearing delved into a series of fateful missteps before the implosion, concluding Friday with a pledge to shape future safety standards with recommendations that will “improve the entire framework of the maritime domain,” board chairman Jason Neubauer told reporters. “My priority is to get this investigation done expeditiously because I feel there are global issues at stake,” he said, leaving open the possibility of additional hearings and adding that he was unable to provide a firm timeline on a final report.",https://edition.cnn.com/2024/09/29/us/titan-submersible-hearing-takeaways/index.html,CNN,2024-09-30
Thai farmer forced to kill more than 100 endangered crocodiles,"A Thai crocodile farmer who goes by the nickname “Crocodile X” said he killed more than 100 critically endangered reptiles to prevent them from escaping after a typhoon damaged their enclosure. Natthapak Khumkad, 37, who runs a crocodile farm in Lamphun, northern Thailand, said he scrambled to find his Siamese crocodiles a new home when he noticed a wall securing their enclosure was at risk of collapsing. But nowhere was large or secure enough to hold the crocodiles, some of which were up to 4 meters (13 feet) long. To stop the crocodiles from getting loose into the local community, Natthapak said, he put 125 of them down on September 22.",https://edition.cnn.com/2024/09/27/asia/thai-crocodile-farmer-typhoon-yagi-intl-hnk/index.html,CNN,2024-09-30
Poverty in Argentina soars by over 50%,Markets Hot Stocks Fear & Greed Index,https://edition.cnn.com/2024/09/27/business/argentina-poverty-rate-increase-50-percent/index.html,CNN,2024-09-30
RFK Jr. won’t be on New York ballot after Supreme Court rejects appeal,"The Supreme Court on Friday rejected a request from Robert F. Kennedy Jr. to appear on New York’s presidential ballot even though he suspended his campaign last month and backed former President Donald Trump. The high court turned away Kennedy’s longshot appeal without comment and there were no noted dissents. Related live-story
2024 campaign: Harris to visit southern border as Trump campaigns in Michigan after Zelensky meeting",https://edition.cnn.com/2024/09/27/politics/rfk-jr-new-york-supreme-court/index.html,CNN,2024-09-30
These hyperreal drawings of trucks look just like photographs – and take up to 500 hours to make,"Andrew Holmes’ images of trucks on Californian highways are sun-drenched, saturated and sharp. Looking at the crystal clear snapshots, you can almost hear the roar of the engines, feel the heat reflected off shiny aluminum gas tanks, and smell the diesel pumped out of the exhausts. But these are not photographs: each hyperreal image is in fact a color pencil drawing, resulting from between 300 and 500 hours of careful construction. Now, Holmes’ works have been brought together in a book — “Gas Tank City” (Circa Press) — alongside a show of the same name at London’s Architectural Association (AA). Holmes trained as an architect: he attended the AA, and even worked with the late Richard Rogers in 1969, on designs for the Centre Pompidou in Paris. But Holmes has since made his name as a multimedia artist, who by his own admission has been dedicated to drawing since he was four years old. Having grown up in the English town of Bromsgrove, Holmes traveled to the US as a student, at first snapping photographs and drawing what he saw in New York City, before heading out to Los Angeles and southern California. He became entranced by the Interstate Highway System: “I discovered (it) was designed as a single object,” he explained over coffee in London. “It (was) 43,000 miles long (at the time of its original design in 1956) — the biggest object that’s ever been designed in the world.” In California, Holmes regularly got in his car and drove along the highways. This was the early 1970s. “In those days, driving was actually a pleasure,” he said, contrasting it to the increased traffic of more recent years. He would visit truck stops and simply observe: the gas stations, the vehicles, the roadside diners and their signs. Something about them reminded him of visiting the local train station as a child in England, and watching “these huge things belching steam” pull into the station. What he loves about trucks is a similar sensory overload: “The sound, the smell, the shiny aluminum, the size of the things.”",https://edition.cnn.com/2024/09/25/style/andrew-holmes-truck-drawings-gas-tank/index.html,CNN,2024-09-30
This US couple relocated to Italy after retiring. It didn’t go according to plan,"For Regina and John Zdravich, the Italian dream began more than 20 years ago, after a friendship with a young Italian exchange student they were hosting got them thinking about the future. The couple from Northwest Indiana had no way of knowing at the time it would send them on an intercontinental odyssey that would encompass frustration, homelessness and finally happiness in an unexpected destination. It was back in 2001 when they formed a close bond with their young lodger, going on to visit her in Italy three times, during which they “fell in love” with the country and began to think about what life would be like if they moved there.",https://edition.cnn.com/travel/us-couple-relocated-italy-spain/index.html,CNN,2024-09-30
Pakistan says police responsible for killing a doctor accused of blasphemy,"Multan, Pakistan — Pakistan’s government said Thursday that police had orchestrated the killing of a doctor who was in custody after he was accused of blasphemy. Officers then lied about the circumstances of his death, claiming he was killed in a shootout between police and armed men, a provincial minister said. The statement marks the first time the government has accused security forces of what the doctor’s family and rights groups have said amounted to an extrajudicial killing carried out by police. The doctor, Shah Nawaz, from the southern Sindh province, had given himself up to police last week in the district of Mirpur Khas, following assurances that he would be given a chance to prove his innocence.",https://edition.cnn.com/2024/09/26/asia/pakistan-blasphemy-killing-police-hnk-intl/index.html,CNN,2024-09-30
"Meryl Streep takes on the Taliban with a story about cats, squirrels and birds","When award-winning actress Meryl Streep spoke on the sidelines of the United Nations General Assembly about cats, squirrels and birds, she wasn’t making a point about hunters and prey. She was comparing all three with women and girls in Afghanistan – and pointing out that the animals have more rights. “A cat may feel the sun on her face. She may chase a squirrel into the park… A bird may sing in Kabul, but a girl may not, and a woman may not in public. This is extraordinary,” Streep said on Monday. “This is a suppression of the natural law. This is odd.”",https://edition.cnn.com/2024/09/26/asia/meryl-streep-afghanistan-women-girls-intl-hnk/index.html,CNN,2024-09-30
He’s the world’s longest-serving death row inmate. A court just exonerated him.,"A pair of blood-spattered trousers in a miso tank and an allegedly forced confession helped send Iwao Hakamata to death row in the 1960s. Now, more than five decades later, the world’s longest-serving death row prisoner has had his name cleared, according to public broadcaster NHK. A Japanese court on Thursday acquitted 88-year-old Hakamata, who was wrongfully sentenced to death in 1968 for murdering a family, marking the end of a marathon legal saga that’s brought global scrutiny to Japan’s criminal justice system and fueled calls to abolish the death penalty in the country.",https://edition.cnn.com/2024/09/25/asia/worlds-longest-death-row-prisoner-japan-intl-hnk/index.html,CNN,2024-09-30
Today's news in 10 minutes,"September 27, 2024 WEEKLY NEWS QUIZ 1) What year was the United Nations founded?",https://edition.cnn.com/2024/09/23/cnn10/ten-content-fri-9-27/index.html,CNN,2024-09-30
